symbol,group,top_tissue,top_tissue_tpm,brain_mean,nonbrain_mean,log2fc_brain_vs_nonbrain,tau
HSFX1,TOL,Testis,0.926371,0.1652011250316708,0.1669092837282629,-0.0017081586965921,0.8736069960816608
OR4K2,TOL,Testis,0.045656,0.0,0.0017154460578945,-0.0017154460578945,0.9931996317693118
TCP11X1,TOL,Pancreas_Islets,0.051256,0.0,0.0018125956745506,-0.0018125956745506,0.994379980851168
OR2T27,TOL,Testis,0.071913,0.0,0.0018215966664004,-0.0018215966664004,1.0
PRAMEF33,TOL,Liver,0.059469,0.0,0.0018275588701865,-0.0018275588701865,0.9969944205221182
XAGE1A,TOL,Testis,0.077294,0.0,0.0019529458864343,-0.0019529458864343,1.0
PRAMEF17,TOL,Testis,0.067847,0.0,0.0020223599902798,-0.0020223599902798,0.9974657641677972
NXF2,TOL,Testis,0.0509175,0.0,0.0021351109897109,-0.0021351109897109,0.9906207656664388
OR4N2,TOL,Testis,0.324688,0.0061535585495873,0.0083452412714454,-0.0021916827218581,0.9957046250048728
PRAMEF18,TOL,Testis,0.0924195,0.0,0.0023186722175291,-0.0023186722175291,1.0
TBC1D3E,TOL,Testis,0.04756,0.0006078156283564,0.0029370483588311,-0.0023292327304746,0.9775226579466
TRIM49B,TOL,Testis,0.142875,0.001707815768152,0.0041038303460603,-0.0023960145779082,0.9959597289144828
OPN1LW,TOL,Testis,0.080672,0.0,0.0024198830683528,-0.0024198830683528,0.9972657845737596
TBC1D3H,TOL,Testis,0.096937,0.0,0.0024269212785356,-0.0024269212785356,1.0
OR2T29,TOL,Cells_EBV-transformed_lymphocytes,0.102126,0.0,0.0025507121585814,-0.0025507121585814,1.0
OCM2,TOL,Testis,0.104116,0.0,0.0025980318486402,-0.0025980318486402,1.0
XAGE1B,TOL,Testis,0.105699,0.0,0.00263561272619,-0.00263561272619,1.0
DEFB4B,TOL,Small_Intestine_Terminal_Ileum_Mixed_Cell,0.106958,0.0,0.0026654633578884,-0.0026654633578884,1.0
ZNF705D,TOL,Testis,0.1095,0.0,0.0027256303188168,-0.0027256303188168,1.0
OR4Q3,TOL,Testis,0.118554,0.0,0.0029388164820051,-0.0029388164820051,1.0
KRT34,TOL,Cells_Cultured_fibroblasts,1.9119,0.1414250369375632,0.1444137183578063,-0.002988681420243,0.9348849507366666
SSX2B,TOL,Testis,0.121486,0.0,0.003007483831704,-0.003007483831704,1.0
GAGE12J,TOL,Testis,0.128427,0.0,0.0031693289268352,-0.0031693289268352,1.0
DUX4,TOL,Testis,0.129337,0.0,0.0031904737821119,-0.0031904737821119,1.0
PSG2,TOL,Cells_Cultured_fibroblasts,0.101809,0.0,0.0032034454067003,-0.0032034454067003,0.99629236954244
PPIAL4G,TOL,Small_Intestine_Terminal_Ileum_Lymphode_Aggregate,0.147053,0.0066964674098933,0.0102587329281527,-0.0035622655182594,0.9669598766857436
PSG7,TOL,Skin_Sun_Exposed_Lower_leg,0.14412,0.0020185602293177,0.0059242474328465,-0.0039056872035288,0.9883885112323478
SSX2,TOL,Testis,0.138746,0.0,0.0041223453374097,-0.0041223453374097,0.9970306525980794
MAGEA9,TOL,Testis,0.174575,0.0,0.0042207061187071,-0.0042207061187071,1.0
PRAMEF19,TOL,Testis,0.175434,0.0,0.0042398824490619,-0.0042398824490619,1.0
CT45A5,TOL,Testis,0.183011,0.0,0.0044084270611294,-0.0044084270611294,1.0
OR4K1,TOL,Testis,0.183766,0.0,0.0044251622828764,-0.0044251622828764,1.0
OR52E4,TOL,Testis,0.126205,0.0,0.0045062883640344,-0.0045062883640344,0.9936057007462984
TRIM49C,TOL,Testis,0.160358,0.0,0.0045228383766292,-0.0045228383766292,0.9977681467567066
TRIM43B,TOL,Testis,0.159189,0.0,0.0047837863881786,-0.0047837863881786,0.9966941108114892
TRIM49,TOL,Testis,0.215756,0.0,0.0051246129378894,-0.0051246129378894,1.0
OR52E5,TOL,Testis,0.147747,0.0,0.0052775607954808,-0.0052775607954808,0.993467301757977
TBC1D3G,TOL,Testis,0.0843815,0.0051351760470145,0.0111959221078853,-0.0060607460608708,0.9295038940504836
OR2T2,TOL,Cells_EBV-transformed_lymphocytes,0.220058,0.0,0.0064839875216839,-0.0064839875216839,0.9966805562658312
BOLA2-SMG1P6,TOL,Liver_Portal_Tract,0.305528,0.0,0.006993334542544,-0.006993334542544,1.0
ANKRD20A1,TOL,Testis,1.62361,0.1066325940729285,0.1138417180554495,-0.007209123982521,0.9583970977884458
KIR3DL3,TOL,Testis,0.0884245,0.0,0.0075048820794338,-0.0075048820794338,0.9651577283698388
PRAMEF10,TOL,Liver,0.130274,0.0,0.0079817455547171,-0.0079817455547171,0.9784695471931834
TRIM51,TOL,Testis,0.32151,0.0,0.0080448127164403,-0.0080448127164403,0.9986857027728764
NXF2B,TOL,Testis,0.286332,0.0052722556096286,0.013333234080729,-0.0080609784711004,0.9830743656096116
RGPD5,TOL,Testis,0.046,0.0096429184549343,0.0177063274003235,-0.0080634089453891,0.7655566190785205
NPIPB9,TOL,Testis,0.916877,0.1538177089964869,0.1620999865309219,-0.0082822775344349,0.8777156082346305
ZNF705B,TOL,Testis,0.377248,0.0,0.0083961521429856,-0.0083961521429856,1.0
H4C15,TOL,Small_Intestine_Terminal_Ileum_Mixed_Cell,0.067536,0.0040449266963109,0.0130019364013314,-0.0089570097050205,0.8953967502572425
AMY1A,TOL,Pancreas_Acini,0.108507,0.0,0.0089742633806357,-0.0089742633806357,0.965790775724078
MBD3L2B,TOL,Testis,0.433678,0.0,0.0094494733676401,-0.0094494733676401,1.0
CFC1B,TOL,Pancreas_Islets,0.713161,0.0068564024190806,0.0163180555668077,-0.009461653147727,0.9968646526342768
PRAMEF14,TOL,Testis,0.462225,0.0,0.0099666422399576,-0.0099666422399576,1.0
SPATA31A7,TOL,Testis,0.475517,0.0,0.0102040098674769,-0.0102040098674769,1.0
PSG1,TOL,Cells_Cultured_fibroblasts,0.683081,0.0050771861880235,0.0160703517722841,-0.0109931655842606,0.9969544159521126
PRAMEF1,TOL,Testis,0.542817,0.0,0.0113739445080459,-0.0113739445080459,1.0
CHRFAM7A,TOL,Testis,1.80126,0.2584076363587258,0.270389292346501,-0.0119816559877752,0.8876116942021182
PSG8,TOL,Testis,0.388494,0.0,0.0119854963370827,-0.0119854963370827,0.9949979058052646
OR2G6,TOL,Cells_EBV-transformed_lymphocytes,0.322977,0.0,0.0129520985951153,-0.0129520985951153,0.9895775582929316
OR4M2,TOL,Testis,0.668203,0.0,0.0134235428707514,-0.0134235428707514,1.0
HSFX2,TOL,Testis,0.629722,0.0160203584371998,0.0297706807441262,-0.0137503223069264,0.9808958817032126
PRAMEF2,TOL,Testis,0.700717,0.0,0.01392987447148,-0.01392987447148,1.0
RFPL4AL1,TOL,Liver_Hepatocyte,0.16624,0.0,0.0140493779543547,-0.0140493779543547,0.9644323797279244
MBD3L3,TOL,Testis,0.549933,0.0,0.0141782479170509,-0.0141782479170509,0.9971739298173934
BOLA2,TOL,Small_Intestine_Terminal_Ileum_Lymphode_Aggregate,0.217802,0.0,0.0149049003053481,-0.0149049003053481,0.972920632967064
DEFA1,TOL,Whole_Blood,0.66949,0.0,0.015797681531861,-0.015797681531861,0.997906894154004
DEFA1B,TOL,Whole_Blood,0.672762,0.0,0.0158672585205954,-0.0158672585205954,0.9979002132753962
HSD17B1,TOL,Skin_Not_Sun_Exposed_Suprapubic,11.0191,1.9082912819587683,1.9255750146852089,-0.0172837327264401,0.7182219083092762
OR4M1,TOL,Testis,0.945595,0.0,0.0175925574953362,-0.0175925574953362,0.9999190590967244
OR2T10,TOL,Cells_EBV-transformed_lymphocytes,0.332168,0.0010801874664071,0.0197819191274363,-0.0187017316610292,0.9770853231254674
PRB4,TOL,Testis,0.46884,0.0,0.0189014594789424,-0.0189014594789424,0.9884363853881348
LIMS3,TOL,Artery_Aorta,0.083712,0.0,0.0190928250825362,-0.0190928250825362,0.8834433052626773
PRAMEF11,TOL,Testis,1.12387,0.0,0.019758099325378,-0.019758099325378,1.0
S100A7A,TOL,Testis,0.502258,0.0,0.0197751460929509,-0.0197751460929509,0.9892779283383109
ANKRD20A3P,TOL,Testis,1.54252,0.0069343956299123,0.0269607263718344,-0.0200263307419221,0.998470727876578
CT45A3,TOL,Testis,1.14741,0.0,0.0200472303255715,-0.0200472303255715,1.0
SPDYE2B,TOL,Testis,0.0980965,0.0034004008090079,0.0244084602464385,-0.0210080594374306,0.8663198764603631
FAM72D,TOL,Cells_EBV-transformed_lymphocytes,5.2247,0.271574457582424,0.2926809526149344,-0.0211064950325103,0.9597266485914068
FAM156B,TOL,Small_Intestine_Terminal_Ileum_Lymphode_Aggregate,0.141727,0.0489240210800778,0.0705736540935254,-0.0216496330134476,0.6743252136307042
TEX28,TOL,Testis,1.32984,0.0,0.0221860160416459,-0.0221860160416459,1.0
ZNF705G,TOL,Testis,1.43842,0.0006834487502147,0.0233808480186174,-0.0226973992684027,0.9999359008547314
FOXI3,TOL,Testis,0.702428,0.0043820682580016,0.0271393455709274,-0.0227572773129258,0.9881411864467716
POTED,TOL,Testis,1.46248,0.0,0.0236384001309327,-0.0236384001309327,1.0
SPATA31A6,TOL,Testis,1.85345,0.0040400439620894,0.0277240197755704,-0.023683975813481,0.9996370222050608
POTEB3,TOL,Testis,1.47537,0.0,0.0237753488126349,-0.0237753488126349,1.0
PSG3,TOL,Testis,1.27021,0.0014551420240092,0.0252502369350273,-0.0237950949110181,0.9981441721882396
SPATA31A3,TOL,Testis,1.53321,0.0,0.0243812123573856,-0.0243812123573856,1.0
NPIPB8,TOL,Testis,1.06575,0.0366039304283132,0.0611799793245443,-0.024576048896231,0.9722608911809704
TBC1D3I,TOL,Testis,1.56183,0.0,0.0248899249188282,-0.0248899249188282,0.999921709712707
TCAF2C,TOL,Pancreas_Islets,0.082449,0.0012560005802163,0.0266988987244305,-0.0254428981442141,0.8251243690581767
FAM72B,TOL,Cells_EBV-transformed_lymphocytes,10.5888,0.383008355202313,0.4098248124956392,-0.0268164572933261,0.9700819106811815
SSX5,TOL,Testis,1.4834,0.0,0.0269710455103693,-0.0269710455103693,0.9987757752963644
LINC02203,TOL,Testis,1.84383,0.0,0.0274151859151722,-0.0274151859151722,1.0
GOLGA6C,TOL,Testis,5.20521,0.0518674612942941,0.0817063382236662,-0.029838876929372,0.9948509984557092
TCP11X2,TOL,Pituitary,1.52744,0.0289930104306385,0.0592677314601922,-0.0302747210295536,0.9802187847620956
AMY1C,TOL,Pancreas,0.443352,0.0,0.0303797150605709,-0.0303797150605709,0.9692796068108546
NBPF6,TOL,Testis,3.10082,0.0704980293446948,0.1014932064231661,-0.0309951770784713,0.982095725377216
RRP7A,TOL,Cells_EBV-transformed_lymphocytes,37.0743,4.100197076524904,4.131877524580902,-0.0316804480559973,0.5345611460906197
SPATA31D4,TOL,Testis,2.62519,0.0,0.0337828474593697,-0.0337828474593697,1.0
METTL2B,TOL,Cells_EBV-transformed_lymphocytes,14.0253,2.818944737202013,2.8537630111196712,-0.0348182739176583,0.54470576679606
RIMBP3C,TOL,Testis,4.05606,0.0171335753652118,0.052552274643322,-0.0354186992781102,0.9980009440085266
GOLGA8F,TOL,Testis,2.63823,0.0036975598060142,0.0399920003657287,-0.0362944405597144,0.9984850058618564
GOLGA6L1,TOL,Testis,4.11256,0.0062880963967649,0.0428008339879886,-0.0365127375912237,0.9997923089776092
GOLGA6D,TOL,Testis,3.09498,0.0,0.0371674186594581,-0.0371674186594581,0.9999652735681844
FAM25G,TOL,Skin_Sun_Exposed_Lower_leg,0.479586,0.0,0.0371829318800248,-0.0371829318800248,0.9634164877654736
MAGEA9B,TOL,Testis,3.20751,0.0,0.0376903036439339,-0.0376903036439339,1.0
ALPG,TOL,Testis,0.63517,0.002764271360183,0.0406537020935826,-0.0378894307333995,0.9724889141207702
BTN1A1,TOL,Small_Intestine_Terminal_Ileum_Lymphode_Aggregate,1.24678,0.0910811695761,0.1305762060733282,-0.0394950364972281,0.9323065171104646
METTL2A,TOL,Cells_EBV-transformed_lymphocytes,10.0072,2.3974687818845197,2.4372644277632083,-0.039795645878689,0.553452860209306
GOLGA8G,TOL,Testis,6.2093,0.0129488063498476,0.0529532804452062,-0.0400044740953586,0.9996084796733642
FAM72A,TOL,Cells_EBV-transformed_lymphocytes,5.33582,0.3092507018661869,0.3502998680414122,-0.0410491661752253,0.9499340209679478
GYPB,TOL,Whole_Blood,7.61345,0.0268250014136072,0.069335297801106,-0.0425102963874987,0.9984405181207688
SPANXN2,TOL,Testis,4.05743,0.0,0.0425164444826894,-0.0425164444826894,1.0
RHOXF2,TOL,Testis,5.64371,0.0125918473921235,0.055192673357456,-0.0426008259653325,0.9991300657339908
GOLGA6A,TOL,Testis,7.53919,0.0378640698074943,0.080945504014098,-0.0430814342066036,0.9974074276517256
